50 Maiores Bancos e o Consolidado do Sistema Financeiro Nacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arquivo Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data-base: setembro/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Balancetes processados até: 27/11/2013
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CI;TCB;Instituições;TD;TC;Obs;Data;Cidade;UF;Ativo Total (-);Ativo;Disponibilidades;Aplicações;TVM e Instrumentos;Relações;Relações;Oper, Créd, e Arrend, Mercantil;;Coobrigações em;Outros;Outros;Imobilizado de;Permanente;Passivo;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Captações no;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Relações;Relações;Obrigações por;Instrumentos Financeiros;Outras Obrigações e;Patrimônio;PR nível 1;Lucro;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Resultado;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Resultado;Resultado não;Resultado antes;IR e;Particip,;Lucro;Nº de;Nº de;Data DLO;Índice de;Índice de ;;
71230338;B-III;CECM COM ARCOS;I;2;;201309;ARCOS;MG;12.155;12.155;344;0;0;3.883;0;7.619;-264;0;97;10;0;467;8.426;3.085;0;0;4.911;0;7.996;0;0;0;0;0;0;0;0;430;3.729;3.729;131;544;0;0;0;0;0;0;-100;0;0;0;0;-140;304;66;87;-222;-176;-2;0;88;-11;134;0;134;-2;0;131;0;0;201309;46,4;3,8;;
5231945;B-III;CRESOL IVAIPORA;I;2;;201309;IVAIPORA;PR;12.136;12.136;199;0;0;2.395;0;9.176;-344;0;179;0;0;530;10.344;1.216;0;0;3.679;0;4.895;0;0;0;0;5.134;64;53;0;198;1.792;1.792;-86;325;0;0;0;0;0;0;-71;-67;0;0;0;-75;112;26;33;-131;-171;-1;0;84;-39;-87;0;-87;0;0;-86;0;0;201309;20,1;8,4;;
3930587;B-III;CECM CORRET.SEG.RJ;I;2;;201309;RIO DE JANEIRO;RJ;12.101;12.101;384;574;0;6.179;100;4.342;-221;0;34;9;0;700;7.784;2.672;0;0;4.629;90;7.391;0;0;0;0;0;0;0;0;393;4.317;4.310;78;526;0;12;0;0;0;0;-90;0;0;0;0;-18;430;80;82;-344;-301;-4;0;142;-2;83;0;83;-4;0;78;0;0;201309;63,2;1,6;;
2250781;B-III;CC PROF SAÚDE E EDUC NORTE PAU;I;2;;201309;BEBEDOURO;SP;12.086;12.086;32;0;0;2.879;0;8.388;-136;0;230;5;0;687;9.005;2.120;0;0;6.500;0;8.620;0;0;0;0;16;0;0;0;370;3.080;3.080;188;601;0;0;0;0;0;0;-131;0;0;0;0;79;549;0;2;-225;-296;-1;0;157;-4;182;9;191;-2;0;188;0;0;201309;30,7;12,8;;
4478231;B-III;CECM MEMBROS MP SÃO PAULO;I;2;;201309;SAO PAULO;SP;12.010;12.010;43;0;7.108;95;0;5.117;-691;0;14;15;0;309;4.253;56;0;0;3.415;0;3.471;0;0;0;0;0;0;0;0;781;7.757;7.757;150;406;0;130;0;0;0;0;-68;0;0;0;0;-11;457;0;0;-122;-167;-10;0;4;-7;155;0;155;0;-5;150;0;0;201309;99,3;0,5;;
43182278;B-III;CECM FUNC GRUPO OWENS-ILLINOIS;I;2;;201309;SAO PAULO;SP;12.007;12.007;80;0;4.028;4;0;7.105;-234;0;569;0;0;457;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;11.864;11.561;235;302;0;88;0;0;0;0;0;0;0;0;0;-22;368;0;0;-38;-94;0;0;0;0;236;0;236;0;0;235;0;0;201309;108,8;0,2;;
9051765;B-III;CCR INT SOL DE PORTO LUCENA;I;2;;201309;PORTO LUCENA;RS;11.962;11.962;136;0;257;2.320;0;9.106;-562;0;117;18;0;569;10.342;604;0;0;4.260;0;4.864;0;0;0;0;5.355;4;21;0;99;1.619;1.619;59;294;0;4;0;0;0;0;-94;-31;0;0;0;-37;136;44;4;-83;-71;0;0;76;-42;64;-4;60;0;0;59;0;0;201309;18,1;12,5;;
2285107;B-III;CECM SERV UNIV EST CAMPINAS;I;2;;201309;CAMPINAS;SP;11.922;11.922;6;1.535;0;0;0;10.236;-221;0;348;0;0;18;1.027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.027;10.895;10.895;337;521;0;0;0;0;0;0;0;0;0;0;0;-90;431;0;0;-80;-29;0;0;32;-6;348;0;348;0;-10;337;0;0;201309;118,6;0,2;;
8597482;B-III;CCR INT SOL DE UNIÃO DOS PLANA;I;2;;201309;LAPA;PR;11.892;11.892;51;0;1;5.122;0;6.350;-86;0;54;10;0;390;10.494;1.163;0;0;4.524;0;5.687;0;0;0;0;4.695;19;22;0;71;1.398;1.398;36;149;0;0;0;0;0;0;-64;-50;0;0;0;-4;31;6;16;-79;-74;0;0;166;-26;40;-3;37;0;0;36;0;0;201309;20,4;7,4;;
8850613;B-III;CECM EMPR CENT ELÉTRICAS/SC;I;2;;201309;FLORIANOPOLIS;SC;11.864;11.864;47;0;4.342;1.786;0;5.487;-209;0;25;1;0;384;10.415;2.543;0;0;7.730;0;10.273;0;0;0;0;0;3;0;0;139;1.450;1.450;6;345;0;86;0;0;0;0;-154;0;0;0;0;-59;218;65;2;-118;-168;-2;0;26;-9;14;-1;13;0;-7;6;0;0;201309;19,5;7,3;;
3000142;B-III;CECM POLICIAIS FEDERAIS DO RS;I;2;;201309;PORTO ALEGRE;RS;11.821;11.821;76;0;0;4.862;0;5.627;-45;0;709;1;0;591;9.531;555;0;0;7.704;234;8.492;0;0;0;0;30;7;235;0;767;2.290;2.290;43;355;0;0;0;0;0;0;-163;-5;0;0;0;2;189;32;3;-134;-76;-2;0;140;-107;45;0;45;-3;0;43;0;0;201309;27;13,2;;
10453077;B-III;CCR INT SOL DE POUSO REDONDO;I;2;;201309;POUSO REDONDO;SC;11.779;11.779;52;0;120;2.215;0;9.193;-371;0;73;18;0;479;10.008;1.030;0;0;3.879;0;4.908;0;0;0;0;5.005;0;12;0;83;1.770;1.770;128;388;0;2;0;0;0;0;-96;-41;0;0;0;-35;218;54;3;-81;-78;0;0;47;-27;136;-8;128;0;0;128;0;0;201309;20,4;7,9;;
3528402;B-III;SICOOB - CREDMAC;I;2;;201309;RIO BRANCO;AC;11.755;11.755;325;0;0;2.106;0;8.730;-588;0;145;0;0;1.038;5.863;693;0;0;667;0;1.360;0;0;0;0;0;312;3.658;0;533;5.892;5.892;334;841;0;0;0;0;0;0;-11;-74;0;0;0;-65;691;9;10;-199;-203;-10;0;43;-7;334;0;334;0;0;334;0;0;201309;68,5;2,9;;
3620772;B-III;FEDERALCRED CEARÁ;I;2;;201309;FORTALEZA;CE;11.711;11.711;171;0;1.130;115;0;9.822;-361;0;18;0;0;816;6.504;1.177;0;0;4.673;0;5.851;0;0;0;0;0;0;401;0;253;5.207;5.207;104;648;0;0;0;0;0;0;-108;-2;0;0;0;-58;480;34;36;-255;-193;-4;0;47;-37;108;0;108;-4;0;104;0;0;201309;53,7;1,6;;
6324872;B-III;CCPEMM DO NORTE DE MINAS;I;2;;201309;MONTES CLAROS;MG;11.700;11.700;152;0;0;3.007;0;8.258;-220;0;67;5;0;431;9.217;3.548;0;0;4.705;383;8.635;0;0;0;0;0;9;83;0;490;2.483;2.481;-8;574;0;0;0;0;0;0;-99;-1;0;0;0;-62;412;58;101;-351;-276;-8;0;81;-23;-6;0;-6;-2;0;-8;0;0;201309;28,5;4,7;;
9579249;B-III;CECM EMP AMERICANA, LIMEIRA E;I;2;;201309;AMERICANA;SP;11.653;11.653;362;0;4.248;642;0;6.377;-185;0;14;6;0;189;9.844;3.540;0;0;5.898;0;9.439;0;0;0;0;0;0;0;0;405;1.809;1.809;95;401;0;105;0;0;0;0;-126;0;0;0;0;-50;330;68;82;-175;-207;-3;0;7;-6;96;0;96;-2;0;95;0;0;201309;21,6;6,8;;
82133182;B-III;CCLA PÉROLA DO VALE;I;2;;201309;TIMBO;SC;11.652;11.652;254;0;4.832;634;0;5.455;-316;0;109;102;0;582;9.441;1.955;0;0;6.391;466;8.812;0;0;0;0;0;0;289;0;340;2.212;2.212;21;407;0;104;0;0;0;0;-144;-1;0;0;0;-45;321;51;68;-216;-204;-3;0;17;-16;18;1;19;0;0;21;0;0;201309;27,5;12;;
2528151;B-III;CECM SICOOB CREDCOOP;I;2;;201309;VITORIA DA CONQUISTA;BA;11.538;11.538;292;0;0;2.303;0;8.049;-186;0;146;10;0;925;4.163;736;0;0;2.214;0;2.949;0;0;0;0;0;0;281;0;933;7.376;7.376;200;601;0;0;0;0;0;0;-44;-7;0;0;0;7;557;66;36;-258;-212;-5;0;46;-25;205;0;205;-5;0;200;0;0;201309;88,6;2;;
7507647;B-III;CCR INT SOL DE ITUPORANGA;I;2;;201309;ITUPORANGA;SC;11.502;11.502;167;0;0;3.422;0;8.094;-630;0;77;7;0;365;10.379;723;0;0;3.707;0;4.430;0;0;0;0;5.857;16;0;0;76;1.124;1.124;80;237;0;1;0;0;0;0;-76;-98;0;0;0;55;119;21;34;-66;-63;-1;0;107;-71;80;0;80;0;0;80;0;0;201309;14,9;13,9;;
11094093;B-III;CCLA NOVA ALTA PAULISTA;I;2;;201309;DRACENA;SP;11.482;11.482;328;0;0;4.957;0;5.543;-180;0;317;1;0;516;9.635;1.944;0;0;6.413;0;8.357;0;0;0;0;648;8;195;0;426;1.848;1.848;24;388;0;0;0;0;0;0;-113;-4;0;0;0;0;271;55;47;-152;-136;-2;0;97;-156;24;1;25;0;0;24;0;0;201309;21,5;17,8;;
2295034;B-III;CECM CORRETORES DE SEGUROS/SC;I;2;;201309;BLUMENAU;SC;11.465;11.465;227;0;4.712;207;0;6.036;-259;0;61;9;0;474;9.150;2.134;0;0;6.280;199;8.613;0;0;0;0;0;0;116;0;421;2.316;2.314;-48;374;0;101;0;0;0;0;-140;0;0;0;0;-129;206;57;48;-165;-185;-4;0;10;-13;-46;-2;-48;0;0;-48;0;0;201309;26,8;6,4;;
60219045;B-III;CECM FUNC GERDAU - PINDAMONHAN;I;2;;201309;PINDAMONHANGABA;SP;11.462;11.462;672;0;2.373;0;0;8.039;-73;0;25;0;0;425;365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;11.096;11.096;295;382;0;42;0;0;0;0;0;0;0;0;0;-7;417;0;0;-77;-46;-1;0;0;0;293;0;293;0;0;295;0;0;201309;129,9;0,1;;
8802775;B-III;CECM EMPRESARIOS REG MET NATAL;I;2;;201309;NATAL;RN;11.371;11.371;1.115;0;0;3.678;0;6.330;-449;0;347;1;0;348;9.176;2.909;0;0;4.549;171;7.629;0;0;0;0;1.049;109;0;0;389;2.195;2.193;-10;518;0;0;0;0;0;0;-102;0;0;0;0;-172;244;38;37;-113;-184;-3;0;57;-86;-10;0;-10;0;0;-10;0;0;201309;25,2;3,4;;
2024442;B-III;CECM EMPR GRUPO COLORADO;I;2;;201309;GUAIRA;SP;11.272;11.272;10;0;0;6;0;9.802;-152;0;1.293;0;0;314;1.467;0;0;0;0;0;0;0;0;0;0;0;0;1.019;0;448;9.805;9.805;334;489;0;0;0;0;0;0;0;-27;0;0;0;-31;431;0;0;-56;-42;0;0;3;-1;335;0;335;0;0;334;0;0;201309;99,9;0,1;;
3535065;B-III;CECM EMPR EMPRESAS METAL OSASC;I;2;;201309;OSASCO;SP;11.224;11.224;48;0;219;1.035;0;9.691;-192;0;13;0;0;410;2.888;428;0;0;1.915;0;2.343;0;0;0;0;0;0;0;0;545;8.336;8.328;130;639;0;5;0;0;0;0;-37;0;0;0;0;-59;548;0;27;-254;-173;-2;0;21;-42;125;5;130;-2;0;130;0;0;201309;94;1,4;;
4174720;B-III;CCR SICOOB COOPEMAR;I;2;;201309;MAIRI;BA;11.106;11.106;360;0;0;3.770;0;5.852;-262;0;118;3;0;1.267;8.919;2.032;0;0;3.633;26;5.690;0;0;0;0;0;0;2.358;0;870;2.187;2.187;23;460;0;0;0;0;0;0;-62;-26;0;0;0;-57;315;54;104;-208;-261;-5;0;44;-16;27;-1;26;-1;0;23;0;0;201309;29,4;47,9;;
3480988;B-III;CCM FUNC USINA SANTA CRUZ;I;2;;201309;AMERICO BRASILIENSE;SP;11.102;11.102;10;0;221;388;0;9.577;-132;0;679;2;0;358;646;0;0;0;188;0;188;0;0;0;0;0;0;0;0;458;10.456;10.456;554;673;0;5;0;0;0;0;-3;0;0;0;0;-32;643;0;0;-48;-50;0;0;9;0;554;0;554;0;0;554;0;0;201309;113;0,3;;
3639902;B-III;CECMSP PODER EXEC FED E.SANTO;I;2;;201309;VITORIA;ES;10.946;10.946;245;1.105;86;3.145;0;6.472;-239;0;25;8;0;100;1.497;71;0;0;1.059;0;1.130;0;0;0;0;0;0;0;0;367;9.449;9.449;263;728;0;17;0;0;0;0;-33;0;0;0;0;-41;671;7;23;-129;-403;-5;0;100;0;264;0;264;-2;0;263;0;0;201309;148,3;0,1;;
12272183;B-III;CCR PLANTADORES DE CANA AL;I;2;;201309;MACEIO;AL;10.910;10.910;314;0;4.968;0;0;3.456;-506;0;1.310;372;0;997;5.524;617;0;0;0;0;617;0;0;0;0;0;0;4.739;0;168;5.386;4.663;-301;181;0;106;0;0;0;0;0;0;0;0;0;-116;171;3;0;-226;-238;-2;0;7;-17;-302;0;-302;0;0;-301;0;0;201309;52,8;18,5;;
4853988;B-III;CCM DENTISTAS DPS SÃO CARLOS;I;2;;201309;SAO CARLOS;SP;10.910;10.910;175;0;0;2.679;0;6.598;-159;0;726;2;0;889;8.811;1.024;0;0;6.589;0;7.614;0;0;0;0;189;10;262;0;736;2.099;2.099;19;447;0;0;0;0;0;0;-129;-6;0;0;0;-22;290;66;32;-142;-159;-4;0;82;-144;21;0;21;0;0;19;0;0;201309;22,2;32,7;;
5220232;B-III;CCR INT SOL DE SANTA MARIA;I;2;;201309;SANTA MARIA;RS;10.904;10.904;321;0;135;1.218;0;8.699;-574;0;314;0;0;791;9.217;745;0;0;2.797;0;3.542;0;0;0;0;5.224;0;403;0;47;1.687;1.687;-86;287;0;4;0;0;0;0;-56;-53;0;0;0;-98;84;36;1;-94;-139;0;0;49;-25;-88;2;-86;0;0;-86;0;0;201309;18,5;11,6;;
9330158;B-III;CCR INT SOL DE TREZE DE MAIO;I;2;;201309;TREZE DE MAIO;SC;10.881;10.881;260;0;402;3.129;0;6.584;-69;0;107;104;0;364;9.693;1.039;0;0;6.167;0;7.206;0;0;0;0;2.407;0;0;0;79;1.188;1.188;79;315;0;7;0;0;0;0;-123;-19;0;0;0;2;182;20;9;-94;-70;-1;0;70;-39;77;0;77;0;0;79;0;0;201309;16;11,8;;
4998845;B-III;CECME MINERACAO R.DO NORTE LTD;I;2;;201309;ORIXIMINA;PA;10.709;10.709;674;0;2.352;0;0;7.721;-62;0;3;0;0;21;670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;670;10.039;10.039;290;357;0;46;0;0;0;0;0;0;0;0;0;12;415;0;0;-44;-74;-6;0;0;0;291;0;291;0;0;290;0;0;201309;111,3;0,2;;
4979202;B-III;CCR DE ALTA FLORESTA D'OESTE LTDA;I;2;;201309;ALTA FLORESTA DO OES;RO;10.704;10.704;93;0;2;2.581;0;5.015;-1.037;0;755;2.071;0;1.224;8.200;4.334;0;0;3.279;0;7.613;0;0;0;0;247;2;17;0;320;2.505;2.505;-422;492;0;0;0;0;0;0;-86;-8;0;0;0;-467;-69;26;3;-202;-183;0;0;29;-13;-409;-13;-422;0;0;-422;0;0;201309;26,8;8,1;;
50848910;B-III;CC PLANT CANA REG LENCOIS PAUL;I;2;;201309;LENCOIS PAULISTA;SP;10.656;10.656;116;330;8.194;0;0;2.096;-150;0;28;0;0;42;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;10.472;10.472;42;65;0;131;0;0;0;0;0;0;0;0;0;-64;132;0;0;-47;-40;-6;0;4;0;43;0;43;0;0;42;0;0;201309;104,6;0,4;;
5152177;B-III;CRESOL DE VERA CRUZ DO OESTE;I;2;;201309;VERA CRUZ DO OESTE;PR;10.630;10.630;110;0;0;1.968;0;7.999;-427;0;75;84;0;822;8.869;745;0;0;1.328;0;2.073;0;0;0;0;6.411;3;238;0;144;1.762;1.762;2;249;0;0;0;0;0;0;-26;-70;0;0;0;-50;103;42;43;-91;-107;-1;0;78;-64;3;-2;1;0;0;2;0;0;201309;22,3;19,4;;
7926510;B-III;CCR INT SOL N ESPERANÇ SUDOEST;I;2;;201309;NOVA ESPERANCA DO SU;PR;10.574;10.574;72;0;0;1.895;0;8.023;-296;0;241;0;0;638;9.020;1.271;0;0;1.542;0;2.812;0;0;0;0;5.820;115;131;0;142;1.554;1.554;69;223;0;0;0;0;0;0;-30;-47;0;0;0;28;174;13;12;-88;-62;-1;0;67;-48;67;0;67;0;0;69;0;0;201309;19,6;14,3;;
2217068;B-III;CECM CONTAB CORRET BH;I;2;;201309;BELO HORIZONTE;MG;10.480;10.480;229;0;0;6.335;0;3.578;-208;0;140;10;0;396;7.188;2.234;0;0;4.532;0;6.766;0;0;0;0;0;0;0;0;422;3.292;3.292;150;395;0;0;0;0;0;0;-95;0;0;0;0;-48;252;61;107;-215;-185;-4;0;145;-12;149;0;149;0;0;150;0;0;201309;66;4;;
8969199;B-III;CCM EMP GUARULHOS;I;2;;201309;GUARULHOS;SP;10.459;10.459;145;0;0;4.210;0;6.342;-390;0;52;20;0;81;9.348;3.294;0;0;5.535;0;8.829;0;0;0;0;15;0;0;0;503;1.112;1.112;32;463;0;0;0;0;0;0;-119;-4;0;0;0;31;371;33;9;-141;-326;-1;0;88;0;33;0;33;0;0;32;0;0;201309;17,3;6,4;;
4079285;B-III;CCLA DE ITAJUBÁ - SICOOB SUL;I;2;;201309;ITAJUBA;MG;10.397;10.397;108;0;0;3.101;0;6.707;-41;72;164;6;0;352;7.700;2.312;0;0;5.064;0;7.376;0;0;0;0;0;0;0;0;324;2.697;2.697;106;396;0;0;0;0;0;0;-107;0;0;0;0;-4;285;33;63;-168;-157;-7;0;65;-7;107;0;107;-1;0;106;0;0;201309;35,4;4,6;;
5597773;B-III;CCR DE NOVA BRASILÂNDIA D´OESTE LTDA;I;2;;201309;NOVA BRASILANDIA;RO;10.309;10.309;298;0;0;2.436;0;7.091;-235;0;51;113;0;555;7.164;2.085;0;0;4.566;0;6.651;0;0;0;0;259;0;0;0;254;3.145;3.145;158;617;0;0;0;0;0;0;-92;0;0;0;0;2;527;14;4;-218;-208;0;0;34;-4;149;9;158;0;0;158;0;0;201309;40;8,1;;
4546162;B-III;CECM SERVIDORES ESTADO SÃO PAU;I;2;;201309;SAO PAULO;SP;10.260;10.260;409;0;6.740;0;0;3.348;-273;0;8;0;0;29;2.924;409;0;0;1.548;0;1.956;0;0;0;0;0;0;0;0;968;7.336;7.336;174;281;0;114;0;0;0;0;-31;0;0;0;0;-74;290;12;0;-61;-45;-2;0;21;-39;176;0;176;0;0;174;0;0;201309;76,5;0,4;;
53184438;B-III;CECM COLAB CEBRACE;I;2;;201309;JACAREI;SP;10.239;10.239;323;0;900;0;0;8.697;-43;0;12;0;0;351;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227;10.012;10.012;239;339;0;0;0;0;0;0;0;0;0;0;0;-4;335;0;0;-43;-52;0;0;0;0;240;0;240;0;0;239;0;0;201309;121,6;0,1;;
1288797;B-III;CECM FUNC ASTRAZENECA DO BRASI;I;2;;201309;COTIA;SP;10.211;10.211;10;0;2.863;0;0;7.014;-57;0;5;0;0;376;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;10.075;10.075;242;258;0;67;0;0;0;0;0;0;0;0;0;-23;302;0;0;0;-59;0;0;0;0;243;0;243;0;0;242;0;0;201309;130,4;0;;
6115743;B-III;CCRIS BOA VENTURA S.ROQUE;I;2;;201309;BOA VENTURA DE SAO R;PR;10.177;10.177;135;0;0;1.168;0;8.622;-560;0;225;0;0;586;8.481;812;0;0;1.402;0;2.213;0;0;0;0;5.861;140;134;0;133;1.696;1.696;60;253;0;0;0;0;0;0;-25;-71;0;0;0;20;177;36;21;-86;-67;0;0;48;-69;60;0;60;0;0;60;0;0;201309;21,2;10,7;;
1699652;B-III;CCLA REGIÃO GUAXUPÉ;I;2;;201309;GUAXUPE;MG;10.114;10.114;486;0;0;3.274;0;5.432;-285;0;646;34;0;526;6.108;1.720;0;0;3.403;0;5.123;0;0;0;0;0;0;0;0;985;4.006;4.006;199;564;0;0;0;0;0;0;-71;0;0;0;0;-3;490;59;97;-262;-267;-8;0;88;-15;182;27;209;-10;0;199;0;0;201309;54,5;5,3;;
8624548;B-III;CCR INT SOL FERVEDOURO;I;2;;201309;FERVEDOURO;MG;10.066;10.066;510;0;186;2.866;0;6.312;-148;0;60;0;0;281;8.643;1.288;0;0;4.584;0;5.872;0;0;0;0;2.587;35;60;0;89;1.424;1.424;-14;295;0;3;0;0;0;0;-83;-29;0;0;0;-6;180;11;41;-106;-157;0;0;67;-50;-14;0;-14;0;0;-14;0;0;201309;21,9;19,7;;
2191265;B-III;CCM SERV PUBL MUN DE BAURU;I;2;;201309;BAURU;SP;10.061;10.061;227;0;314;326;0;8.599;-111;0;282;0;0;425;3.391;956;0;0;483;10;1.449;0;0;0;0;0;125;1.511;0;306;6.670;6.670;70;544;0;1;0;0;0;0;-13;-52;0;0;0;8;488;5;10;-199;-181;-4;0;7;-55;71;0;71;-2;0;70;0;0;201309;81,4;2,7;;
7557462;B-III;CRESOL SÃO JOÃO;I;2;;201309;SAO JOAO;PR;9.934;9.934;72;0;0;2.417;0;7.031;-138;0;149;0;0;402;8.513;1.442;0;0;2.347;0;3.789;0;0;0;0;4.526;78;0;0;120;1.421;1.421;113;221;0;0;0;0;0;0;-52;-35;0;0;0;24;158;19;20;-54;-54;0;0;49;-25;113;0;113;0;0;113;0;0;201309;20,4;13,7;;
3422007;B-III;CC BANC SP E MUNIC LIMITROFES;I;2;;201309;SAO PAULO;SP;9.901;9.901;111;0;592;0;0;8.038;-640;0;1.718;0;0;82;6.693;0;0;0;6.384;0;6.384;0;0;0;0;0;0;0;0;308;3.209;3.209;29;399;0;41;0;0;0;0;-44;0;0;0;0;-237;159;39;0;-239;-71;-8;0;149;0;29;0;29;0;0;29;0;0;201309;36,9;1,9;;
8702520;B-III;CECM EMP PIRACICABA;I;2;;201309;PIRACICABA;SP;9.863;9.863;277;0;2.109;2.837;0;4.526;-556;0;479;27;0;165;8.285;1.299;0;0;6.461;69;7.829;0;0;0;0;0;0;0;0;456;1.578;1.482;167;542;0;44;0;0;0;0;-146;0;0;0;0;-157;283;43;76;-121;-166;-1;0;70;-16;168;0;168;-1;0;167;0;0;201309;24,5;1,7;;
8844074;B-III;CECM EMP ITAPETININGA;I;2;;201309;ITAPETININGA;SP;9.809;9.809;410;0;6.001;0;0;3.299;-28;0;23;0;0;103;8.448;2.748;0;0;5.251;7;8.006;0;0;0;0;0;0;0;0;441;1.362;1.362;112;290;0;0;0;0;0;0;-113;0;0;0;0;1;178;46;54;-134;-138;-2;0;127;-18;113;0;113;-2;0;112;0;0;201309;20,5;4,7;;
8812388;B-III;CRESOL ENEAS MARQUES;I;2;;201309;ENEAS MARQUES;PR;9.774;9.774;79;0;3;1.131;0;7.955;-107;0;256;0;0;457;8.178;900;0;0;1.554;0;2.454;0;0;0;0;5.281;204;108;0;130;1.597;1.597;123;259;0;0;0;0;0;0;-27;-43;0;0;0;13;202;18;20;-63;-51;-1;0;23;-34;114;9;123;-2;0;123;0;0;201309;20,6;11,9;;
30949267;B-III;CECME CHOCOLATES GAROTO LTDA;I;2;;201309;VILA VELHA;ES;9.762;9.762;153;40;5.380;347;0;3.373;-122;0;92;0;0;500;7.517;201;0;0;6.959;0;7.160;0;0;0;0;0;0;0;0;357;2.244;2.244;99;389;0;60;0;0;0;0;-174;0;0;0;0;-18;257;2;1;-105;-74;-1;0;20;-1;99;0;99;0;0;99;0;0;201309;25;21,6;;
18140913;B-III;CECM EMPR DA CBMM LTDA;I;2;;201309;ARAXA;MG;9.650;9.650;685;0;0;0;0;9.208;-261;0;5;0;0;14;619;0;0;0;0;0;0;0;0;0;0;0;0;184;0;435;9.031;9.031;451;540;0;0;0;0;0;0;0;0;0;0;0;-6;534;0;0;-55;-27;0;0;0;0;452;0;452;0;0;451;0;0;201309;116,4;0,2;;
6139650;B-III;CCR H NOVOS DE IBIRAIARAS;I;2;;201309;IBIRAIARAS;RS;9.534;9.534;220;0;4.473;184;0;3.537;-172;0;206;270;0;815;6.575;1.624;0;0;3.913;0;5.537;0;0;0;0;13;33;24;0;967;2.958;2.958;-9;337;0;86;0;0;0;0;-87;0;0;0;0;-71;265;39;59;-189;-182;-3;0;41;-38;-8;0;-8;0;0;-9;0;0;201309;32,6;18,1;;
52301496;B-III;CECM FUNC EMP ENERG ELET SP;I;2;;201309;SAO PAULO;SP;9.480;9.480;207;0;1.147;0;0;6.148;-201;0;1.809;49;0;320;4.355;251;0;0;4.079;0;4.330;0;0;0;0;0;0;0;0;25;5.125;5.102;0;346;0;24;0;0;0;0;-92;0;0;0;0;-38;240;0;0;-92;-152;-1;0;61;-54;2;0;2;0;0;0;0;0;201309;69;5,8;;
4791645;B-III;CCM SERV ASSEMB LEGISLATIVA SP;I;2;;201309;SAO PAULO;SP;9.377;9.377;62;0;770;596;0;7.994;-381;0;6;2;0;328;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;9.271;9.271;374;497;0;16;0;0;0;0;0;0;0;0;0;-32;481;0;0;-51;-64;-2;0;10;0;374;0;374;0;0;374;0;0;201309;126,6;0,5;;
10319386;B-III;CC EMP. DA GRANDE DOURADOS;I;2;;201309;DOURADOS;MS;9.366;9.366;1.279;0;0;1.217;0;6.700;-648;0;94;4;0;719;9.057;3.790;0;0;4.858;0;8.648;0;0;0;0;0;0;0;0;409;309;283;-127;411;0;0;0;0;0;0;-95;0;0;0;0;-71;245;51;76;-187;-301;-4;0;16;-22;-126;3;-123;-4;0;-127;0;0;201309;0,7;132,8;;
7542211;B-III;CCR INT SOL SÃO JOÃO DA URTIGA;I;2;;201309;SAO JOAO DA URTIGA;RS;9.331;9.331;312;0;1.333;2.135;0;5.047;-94;0;147;0;0;452;6.943;871;0;0;3.009;0;3.880;0;0;0;0;2.969;2;0;0;92;2.389;2.388;142;319;0;7;0;0;0;0;-71;-18;0;0;0;-33;204;13;2;-60;-114;0;0;83;-19;109;33;142;0;0;142;0;0;201309;34,4;6,9;;
